"","Dataset","row_date","Date","DOY","t_ndvi_data","Point","NDVI"
"8776","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X34",NA
"8777","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X35",NA
"8778","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X36",NA
"8779","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X37",NA
"8780","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X38",NA
"8781","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X39",NA
"8782","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X40",NA
"8783","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X41",NA
"8784","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X42",NA
"8785","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X43",NA
"8786","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X44",NA
"8787","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X45",NA
"8788","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X46",NA
"8789","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X47",NA
"8790","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X48",NA
"8791","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X49",NA
"8792","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X50",NA
"8793","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X51",NA
"8794","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X52",NA
"8795","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X53",NA
"8796","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X54",NA
"8797","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X55",NA
"8798","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X56",NA
"8799","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X57",NA
"8800","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X58",NA
"8801","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X59",NA
"8802","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X60",NA
"8803","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X61",NA
"8804","5","X2019_07_13_ndvi",2019-07-13,194,NA,"X62",NA
"8805","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X1",0.167028400498178
"8806","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X2",0.308037710657581
"8807","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X3",NA
"8808","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X4",NA
"8809","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X5",NA
"8810","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X6",NA
"8811","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X7",NA
"8812","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X8",0.0803962734547621
"8813","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X9",NA
"8814","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X10",NA
"8815","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X11",NA
"8816","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X12",NA
"8817","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X13",NA
"8818","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X14",NA
"8819","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X15",NA
"8820","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X16",NA
"8821","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X17",NA
"8822","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X18",NA
"8823","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X19",NA
"8824","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X20",NA
"8825","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X21",NA
"8826","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X22",NA
"8827","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X23",NA
"8828","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X24",NA
"8829","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X25",NA
"8830","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X26",NA
"8831","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X27",NA
"8832","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X28",NA
"8833","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X29",NA
"8834","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X30",NA
"8835","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X31",NA
"8836","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X32",NA
"8837","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X33",NA
"8838","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X34",NA
"8839","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X35",NA
"8840","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X36",NA
"8841","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X37",NA
"8842","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X38",NA
"8843","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X39",NA
"8844","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X40",NA
"8845","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X41",NA
"8846","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X42",NA
"8847","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X43",NA
"8848","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X44",NA
"8849","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X45",NA
"8850","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X46",NA
"8851","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X47",NA
"8852","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X48",NA
"8853","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X49",NA
"8854","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X50",NA
"8855","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X51",NA
"8856","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X52",NA
"8857","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X53",NA
"8858","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X54",NA
"8859","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X55",NA
"8860","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X56",NA
"8861","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X57",NA
"8862","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X58",NA
"8863","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X59",NA
"8864","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X60",NA
"8865","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X61",NA
"8866","5","X2019_07_15_ndvi",2019-07-15,196,NA,"X62",NA
"8867","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X1",0.0267834448326224
"8868","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X2",0.155388711893008
"8869","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X3",0.253805160475323
"8870","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X4",0.285054759227291
"8871","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X5",0.222201472981713
"8872","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X6",0.1990459564932
"8873","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X7",0.403705986209629
"8874","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X8",0.317736535380411
"8875","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X9",NA
"8876","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X10",NA
"8877","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X11",NA
"8878","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X12",NA
"8879","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X13",NA
"8880","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X14",NA
"8881","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X15",NA
"8882","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X16",NA
"8883","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X17",NA
"8884","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X18",NA
"8885","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X19",NA
"8886","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X20",NA
"8887","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X21",NA
"8888","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X22",NA
"8889","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X23",NA
"8890","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X24",NA
"8891","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X25",NA
"8892","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X26",NA
"8893","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X27",NA
"8894","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X28",NA
"8895","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X29",NA
"8896","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X30",NA
"8897","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X31",NA
"8898","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X32",NA
"8899","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X33",NA
"8900","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X34",NA
"8901","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X35",NA
"8902","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X36",NA
"8903","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X37",NA
"8904","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X38",NA
"8905","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X39",NA
"8906","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X40",NA
"8907","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X41",NA
"8908","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X42",NA
"8909","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X43",NA
"8910","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X44",NA
"8911","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X45",NA
"8912","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X46",NA
"8913","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X47",NA
"8914","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X48",NA
"8915","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X49",NA
"8916","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X50",NA
"8917","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X51",NA
"8918","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X52",NA
"8919","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X53",NA
"8920","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X54",NA
"8921","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X55",NA
"8922","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X56",NA
"8923","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X57",NA
"8924","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X58",NA
"8925","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X59",NA
"8926","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X60",NA
"8927","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X61",NA
"8928","5","X2019_07_16_ndvi",2019-07-16,197,NA,"X62",NA
"8929","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X1",NA
"8930","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X2",NA
"8931","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X3",NA
"8932","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X4",NA
"8933","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X5",NA
"8934","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X6",NA
"8935","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X7",NA
"8936","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X8",NA
"8937","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X9",NA
"8938","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X10",NA
"8939","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X11",NA
"8940","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X12",NA
"8941","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X13",NA
"8942","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X14",NA
"8943","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X15",NA
"8944","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X16",NA
"8945","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X17",NA
"8946","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X18",NA
"8947","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X19",NA
"8948","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X20",NA
"8949","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X21",NA
"8950","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X22",NA
"8951","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X23",NA
"8952","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X24",NA
"8953","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X25",NA
"8954","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X26",NA
"8955","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X27",NA
"8956","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X28",NA
"8957","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X29",NA
"8958","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X30",NA
"8959","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X31",NA
"8960","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X32",NA
"8961","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X33",NA
"8962","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X34",NA
"8963","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X35",NA
"8964","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X36",NA
"8965","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X37",NA
"8966","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X38",NA
"8967","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X39",NA
"8968","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X40",NA
"8969","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X41",NA
"8970","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X42",NA
"8971","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X43",NA
"8972","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X44",NA
"8973","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X45",NA
"8974","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X46",NA
"8975","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X47",NA
"8976","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X48",NA
"8977","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X49",NA
"8978","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X50",NA
"8979","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X51",NA
"8980","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X52",NA
"8981","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X53",NA
"8982","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X54",NA
"8983","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X55",NA
"8984","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X56",NA
"8985","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X57",NA
"8986","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X58",NA
"8987","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X59",NA
"8988","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X60",NA
"8989","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X61",NA
"8990","5","X2019_07_18_ndvi",2019-07-18,199,NA,"X62",NA
"8991","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X1",NA
"8992","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X2",NA
"8993","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X3",NA
"8994","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X4",NA
"8995","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X5",NA
"8996","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X6",NA
"8997","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X7",NA
"8998","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X8",NA
"8999","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X9",NA
"9000","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X10",NA
"9001","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X11",NA
"9002","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X12",NA
"9003","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X13",NA
"9004","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X14",NA
"9005","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X15",NA
"9006","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X16",NA
"9007","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X17",NA
"9008","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X18",NA
"9009","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X19",NA
"9010","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X20",NA
"9011","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X21",NA
"9012","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X22",NA
"9013","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X23",NA
"9014","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X24",NA
"9015","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X25",NA
"9016","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X26",NA
"9017","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X27",NA
"9018","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X28",NA
"9019","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X29",NA
"9020","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X30",NA
"9021","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X31",NA
"9022","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X32",NA
"9023","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X33",NA
"9024","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X34",NA
"9025","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X35",NA
"9026","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X36",NA
"9027","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X37",NA
"9028","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X38",NA
"9029","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X39",NA
"9030","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X40",NA
"9031","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X41",NA
"9032","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X42",NA
"9033","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X43",NA
"9034","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X44",NA
"9035","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X45",NA
"9036","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X46",NA
"9037","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X47",NA
"9038","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X48",NA
"9039","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X49",NA
"9040","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X50",NA
"9041","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X51",NA
"9042","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X52",NA
"9043","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X53",NA
"9044","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X54",NA
"9045","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X55",NA
"9046","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X56",NA
"9047","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X57",NA
"9048","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X58",NA
"9049","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X59",NA
"9050","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X60",NA
"9051","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X61",NA
"9052","5","X2019_07_20_ndvi",2019-07-20,201,NA,"X62",NA
"9053","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X1",NA
"9054","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X2",NA
"9055","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X3",NA
"9056","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X4",NA
"9057","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X5",NA
"9058","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X6",NA
"9059","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X7",NA
"9060","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X8",NA
"9061","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X9",NA
"9062","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X10",NA
"9063","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X11",NA
"9064","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X12",NA
"9065","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X13",NA
"9066","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X14",NA
"9067","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X15",NA
"9068","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X16",NA
"9069","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X17",NA
"9070","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X18",NA
"9071","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X19",NA
"9072","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X20",NA
"9073","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X21",NA
"9074","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X22",NA
"9075","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X23",NA
"9076","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X24",NA
"9077","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X25",NA
"9078","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X26",NA
"9079","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X27",NA
"9080","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X28",NA
"9081","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X29",NA
"9082","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X30",NA
"9083","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X31",NA
"9084","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X32",NA
"9085","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X33",NA
"9086","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X34",NA
"9087","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X35",NA
"9088","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X36",NA
"9089","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X37",NA
"9090","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X38",NA
"9091","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X39",NA
"9092","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X40",NA
"9093","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X41",NA
"9094","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X42",NA
"9095","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X43",NA
"9096","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X44",NA
"9097","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X45",NA
"9098","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X46",NA
"9099","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X47",NA
"9100","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X48",NA
"9101","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X49",NA
"9102","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X50",NA
"9103","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X51",NA
"9104","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X52",NA
"9105","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X53",NA
"9106","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X54",NA
"9107","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X55",NA
"9108","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X56",NA
"9109","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X57",NA
"9110","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X58",NA
"9111","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X59",NA
"9112","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X60",NA
"9113","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X61",NA
"9114","5","X2019_07_21_ndvi",2019-07-21,202,NA,"X62",NA
"9115","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X1",0.206235269912113
"9116","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X2",0.297647529152296
"9117","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X3",0.17552014899914
"9118","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X4",0.193414854402629
"9119","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X5",0.19213059109031
"9120","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X6",0.241078612233326
"9121","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X7",0.41457717143691
"9122","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X8",0.246874107771541
"9123","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X9",NA
"9124","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X10",NA
"9125","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X11",NA
"9126","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X12",NA
"9127","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X13",NA
"9128","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X14",NA
"9129","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X15",NA
"9130","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X16",NA
"9131","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X17",NA
"9132","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X18",NA
"9133","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X19",NA
"9134","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X20",NA
"9135","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X21",NA
"9136","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X22",NA
"9137","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X23",NA
"9138","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X24",NA
"9139","5","X2019_07_23_ndvi",2019-07-23,204,NA,"X25",NA
